Product Description,HS Code
"large metal smart air purifier, green, touchscreen",1234.93
"small metal microwave oven, blue, portable",5738.75
"extra-large glass dash camera, green, touchscreen",2048.46
"extra-large aluminum smart baby monitor, pink, energy-efficient",7451.12
"portable aluminum coffee maker, red, energy-efficient",4688.74
"medium ceramic smart tv, white, touchscreen",6232.66
"medium aluminum office chair, pink, energy-efficient",9532.76
"extra-large carbon fiber smartphone holder, black, rechargeable",1262.89
"large plastic portable projector, gold, touchscreen",1979.93
"extra-large aluminum smart refrigerator, red, rechargeable",2159.12
"extra-large plastic office chair, yellow, touchscreen",6371.27
"extra-large ceramic dash camera, gold, rechargeable",8574.89
"portable plastic water purifier, purple, voice-controlled",6648.90
"portable carbon fiber portable tire inflator, purple, smart",4261.38
"extra-large metal vr headset, gold, water-resistant",1506.31
"compact metal electric kettle, green, app-connected",3842.86
"medium carbon fiber electric scooter, gold, app-connected",1966.81
"portable ceramic office chair, black, energy-efficient",7198.72
"compact steel wi-fi router, black, water-resistant",6159.48
"compact plastic gaming console, red, wireless",8159.14
"large aluminum smart washing machine, pink, smart",9420.96
"extra-large glass wireless presentation remote, gold, touchscreen",1771.13
"compact metal smart led strip, gold, portable",1822.36
"extra-large plastic portable charger, gold, voice-controlled",3744.42
"portable plastic smart door lock, blue, portable",7728.38
"medium plastic wireless presentation remote, pink, voice-controlled",2209.87
"extra-large ceramic digital camera, blue, portable",1422.36
"portable carbon fiber coffee maker, white, portable",1652.35
"large plastic smart air purifier, green, water-resistant",7108.64
"small steel gaming console, white, energy-efficient",4351.42
"extra-large aluminum office chair, red, wireless",7098.60
"large steel electric heater, gold, energy-efficient",2498.55
"small glass noise-cancelling headphones, gold, touchscreen",6801.21
"compact plastic smart washing machine, blue, smart",1330.75
"extra-large glass home theater system, silver, wireless",7012.68
"medium aluminum smartwatch, red, app-connected",8720.89
"compact aluminum wireless mouse, green, wireless",3182.15
"extra-large metal portable air conditioner, green, energy-efficient",3905.55
"medium plastic bluetooth tracker, white, smart",5949.73
"medium aluminum air fryer, gold, water-resistant",6680.65
"medium glass portable air conditioner, black, app-connected",5368.22
"medium metal smartphone holder, blue, voice-controlled",7610.62
"compact glass gaming console, gold, Bluetooth-enabled",6948.99
"extra-large carbon fiber 3d printer, red, touchscreen",5428.17
"compact aluminum dash camera, gold, energy-efficient",8450.15
"compact carbon fiber smart led strip, purple, rechargeable",9635.76
"medium steel smart washing machine, black, rechargeable",3399.19
"extra-large carbon fiber vr headset, green, voice-controlled",3723.51
"compact metal portable air conditioner, black, Bluetooth-enabled",7605.33
"compact glass portable charger, purple, water-resistant",4509.31
"portable plastic wireless mouse, pink, Bluetooth-enabled",9382.47
"small steel electric toothbrush, gold, energy-efficient",3366.33
"portable carbon fiber gaming console, white, touchscreen",7852.79
"portable steel noise-cancelling headphones, green, app-connected",8565.69
"medium carbon fiber portable projector, pink, portable",6504.29
"small carbon fiber 3d printer, yellow, smart",1596.12
"small glass noise-cancelling earbuds, pink, app-connected",7606.38
"large plastic electric toothbrush, red, rechargeable",5583.75
"compact ceramic robot vacuum cleaner, black, portable",9024.44
"small steel bluetooth speaker, gold, Bluetooth-enabled",8063.78
"medium steel gaming console, white, energy-efficient",8363.81
"extra-large glass smart light switch, yellow, portable",1330.26
"large carbon fiber electric toothbrush, black, smart",6390.84
"compact carbon fiber electric standing desk, gold, voice-controlled",5867.96
"extra-large ceramic electric standing desk, black, Bluetooth-enabled",6562.91
"extra-large steel electric kettle, yellow, Bluetooth-enabled",4758.67
"portable plastic portable blender, purple, portable",9743.22
"large carbon fiber gaming keyboard, purple, touchscreen",3202.97
"large glass electric kettle, gold, water-resistant",8003.38
"portable aluminum home theater system, yellow, Bluetooth-enabled",8471.31
"medium glass smart washing machine, green, portable",9662.94
"portable glass electric toothbrush, black, app-connected",8270.23
"medium plastic fitness tracker, gold, rechargeable",6565.82
"compact glass smart led strip, silver, voice-controlled",7639.12
"small ceramic smartwatch, black, energy-efficient",3045.78
"large carbon fiber coffee maker, black, portable",1370.71
"compact ceramic wireless presentation remote, black, energy-efficient",2330.45
"large ceramic portable solar charger, white, wireless",4832.52
"portable plastic smartphone holder, gold, wireless",6493.85
"extra-large metal electric standing desk, gold, smart",3315.67
"portable ceramic smartwatch, white, voice-controlled",6218.62
"small steel smart led strip, silver, rechargeable",9151.63
"compact metal smart tv, gold, wireless",3611.98
"extra-large plastic digital picture frame, black, energy-efficient",1089.44
"compact glass smart scale, yellow, app-connected",2164.28
"extra-large carbon fiber portable charger, purple, app-connected",5213.16
"portable ceramic electric scooter, gold, energy-efficient",1477.30
"compact plastic electric heater, pink, smart",9402.34
"medium plastic smart washing machine, pink, Bluetooth-enabled",2111.48
"portable ceramic electric heater, black, energy-efficient",5846.97
"medium ceramic noise-cancelling headphones, blue, wireless",7093.13
"small glass office chair, pink, rechargeable",8228.45
"extra-large aluminum electric kettle, white, wireless",4118.11
"small carbon fiber electric scooter, red, water-resistant",1289.19
"extra-large steel bluetooth car kit, white, voice-controlled",4830.63
"compact metal water purifier, pink, app-connected",6181.44
"portable steel gaming console, blue, portable",7280.21
"compact carbon fiber coffee maker, gold, water-resistant",4386.32
"portable aluminum smart led strip, gold, wireless",4712.38
"large aluminum home security camera, green, app-connected",9574.53
"compact ceramic 3d printer, purple, Bluetooth-enabled",5479.13
"extra-large aluminum smart led strip, pink, rechargeable",4627.91
"portable metal bluetooth tracker, green, Bluetooth-enabled",9106.35
"portable aluminum smart thermostat, silver, portable",6877.99
"compact ceramic digital picture frame, green, smart",2257.86
"medium ceramic smart led strip, blue, app-connected",7826.47
"compact steel digital picture frame, red, Bluetooth-enabled",4810.62
"large steel dash camera, yellow, Bluetooth-enabled",7531.54
"small glass home security camera, red, app-connected",1038.27
"medium carbon fiber digital camera, blue, energy-efficient",1995.28
"compact metal gaming keyboard, red, smart",1582.81
"medium metal electric kettle, silver, app-connected",8203.37
"medium aluminum portable solar charger, blue, smart",2273.96
"medium aluminum dash camera, pink, touchscreen",1406.14
"medium ceramic portable solar charger, white, rechargeable",5018.12
"extra-large carbon fiber gaming console, pink, wireless",4538.35
"small steel portable solar charger, blue, app-connected",9310.68
"extra-large steel smart baby monitor, black, energy-efficient",1079.34
"large steel smartphone holder, purple, app-connected",7664.50
"large carbon fiber portable charger, yellow, Bluetooth-enabled",3605.18
"compact glass fitness tracker, white, Bluetooth-enabled",6904.65
"large glass digital camera, purple, smart",4223.49
"compact plastic electric scooter, white, rechargeable",8291.69
"compact glass noise-cancelling headphones, pink, energy-efficient",9854.82
"compact carbon fiber electric heater, gold, water-resistant",3805.40
"extra-large glass robot vacuum cleaner, white, touchscreen",3782.35
"portable carbon fiber portable projector, red, touchscreen",9880.23
"compact steel home security camera, silver, voice-controlled",1774.85
"compact glass portable charger, blue, rechargeable",3729.65
"small aluminum home theater system, purple, energy-efficient",4010.21
"large steel electric kettle, red, rechargeable",2954.60
"compact ceramic coffee maker, red, water-resistant",4010.92
"compact steel digital camera, red, rechargeable",9405.13
"large aluminum wireless charging pad, pink, app-connected",4232.52
"large aluminum noise-cancelling headphones, green, wireless",8339.29
"extra-large plastic wireless mouse, red, app-connected",2392.81
"large metal smart tv, gold, energy-efficient",2686.96
"medium carbon fiber smart light switch, pink, wireless",5488.51
"extra-large metal vr headset, pink, voice-controlled",9741.32
"large aluminum smart tv, blue, touchscreen",8965.35
"medium steel portable projector, pink, app-connected",7828.14
"small glass smart thermostat, green, portable",3380.71
"compact plastic portable blender, green, portable",1181.76
"compact steel electric scooter, red, water-resistant",3003.67
"portable aluminum smart thermostat, blue, energy-efficient",3389.20
"portable ceramic noise-cancelling headphones, white, energy-efficient",3828.71
"extra-large plastic smartwatch, purple, voice-controlled",2129.83
"large carbon fiber home theater system, silver, app-connected",6057.33
"portable ceramic smart air purifier, black, wireless",9362.65
"large plastic air fryer, white, wireless",2017.55
"small glass portable air conditioner, pink, rechargeable",6907.41
"small aluminum smart light switch, pink, rechargeable",7924.16
"portable carbon fiber digital camera, white, wireless",7622.35
"compact glass smart thermostat, gold, wireless",3780.12
"medium carbon fiber smart thermostat, gold, water-resistant",8575.27
"medium glass smart refrigerator, yellow, touchscreen",4829.49
"large metal office chair, gold, wireless",5512.42
"small carbon fiber smart washing machine, silver, touchscreen",7289.27
"compact metal electric heater, pink, smart",9379.73
"medium aluminum portable solar charger, pink, touchscreen",7904.33
"small steel smart led strip, gold, wireless",3836.94
"small aluminum water purifier, black, Bluetooth-enabled",4565.85
"portable carbon fiber smart washing machine, gold, smart",5915.59
"small ceramic electric kettle, gold, portable",6921.50
"small carbon fiber smart thermostat, white, app-connected",1509.40
"compact aluminum water purifier, black, touchscreen",1349.12
"large carbon fiber office chair, gold, rechargeable",5548.34
"small glass portable blender, black, smart",9676.91
"portable plastic smart tv, purple, smart",2109.45
"portable metal dash camera, yellow, touchscreen",6898.17
"compact metal portable solar charger, yellow, water-resistant",5629.92
"extra-large aluminum air fryer, green, portable",1827.14
"portable carbon fiber gaming console, green, rechargeable",8213.60
"large metal robot vacuum cleaner, white, app-connected",7647.63
"compact aluminum bluetooth tracker, black, wireless",7634.90
"small glass smart thermostat, white, energy-efficient",1868.55
"medium aluminum home security camera, yellow, voice-controlled",7950.67
